	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
Transport_of_Nickel_and_Cobalt	0	0	494	0	0	0	98	13324	0	12664	0	0	0	0	0	16009	0	14260	0	889	16257	10241	9515	0	9730	10820	0	0	0	0	0	3810.03333333333	5972.76447565189	42.0311588425881	5.03834364439509e-07	0.000381906448245148	2.20755172396039e-06
Trans-translation_by_stalled_ribosomes	7612	7087	7029	7842	6219	7663	0	0	0	0	0	0	0	0	6962	0	0	0	7544	7423	0	0	0	6036	0	0	0	0	6381	0	0	2593.26666666667	3485.69121363061	41.2829129393078	5.87501853417808e-07	0.000445326404890699	2.55934715454425e-06
Streptococcus_pyogenes_virulence_regulators	8608	9445	9778	9398	7238	7917	7309	2346	6312	1494	8662	10262	13832	5842	5111	2092	1638	2865	9784	6691	1398	2251	0	9412	632	0	7675	6642	7340	7366	6964.5	5978	3648.56680412158	41.1839705641509	5.99636040000676e-07	0.000454524118320512	2.59728067611721e-06
Osmoregulation	5377	5573	6379	4457	12481	14139	2039	0	4967	0	239	0	2551	3135	745	0	0	0	4115	4846	0	0	0	7748	0	0	4952	1043	9891	4859	2295	3317.86666666667	3891.82784583404	40.931484706472	6.31835380789603e-07	0.000478931218638519	2.72120010590068e-06
Nitrate_and_nitrite_ammonification	45396	64884	67274	48478	58905	64525	43150	0	50766	9192	53181	82709	95200	27334	69563	6060	8906	0	68005	57229	5696	2436	0	57996	11248	0	35270	45921	39712	33754	44273	38426.3333333333	28123.873341827	40.8196579971672	6.46684637607807e-07	0.000490186955306717	2.76941782659162e-06
tRNA_aminoacylation,_Glu_and_Gln	73772	68412	63718	68522	65918	79339	72336	0	75805	24030	57063	86199	123995	48186	64899	30172	25476	31966	75461	74520	18972	0	21475	55034	19113	0	50796	57604	62864	50663	57333.5	51543.6666666667	29022.8693765895	40.3818305559185	7.08525848356327e-07	0.000537062593054096	3.01720557895559e-06
Aromatic_amino_acid_degradation	10937	7504	10122	8661	9215	9514	3893	0	9999	0	9283	12698	14468	6419	5258	8197	5780	0	11176	10843	0	0	0	6609	0	0	4260	7404	8906	3959	7006.5	6170.16666666667	4480.34192878742	40.3395078204358	7.14831494281703e-07	0.000541842272665531	3.02705180260073e-06
HtrA_and_Sec_secretion	101724	98793	86442	71756	104139	108015	84505	0	0	0	55382	85477	151282	48367	75351	0	0	0	108089	77441	0	0	0	67101	0	0	66125	69668	85492	64476	66613	53654.1666666667	45550.6858399356	40.1217113507372	7.4824672542545e-07	0.000567171017872491	3.15095009929162e-06
riboflavin_to_FAD	13366	11953	10717	10756	17579	12871	0	0	14489	0	0	0	24244	7251	0	0	0	0	21727	11655	0	0	0	9329	0	0	9477	0	11842	9326	3625.5	6552.73333333333	7429.754880318	39.6066775544866	8.34116640668582e-07	0.000632260413626785	3.49315145650157e-06
Inositol_catabolism	24036	20912	9101	32441	46028	44659	0	0	19124	0	5635	0	0	15957	0	0	1022	0	33268	11391	0	0	0	0	0	0	113	7387	20022	105	109	9706.7	14119.9635223471	39.3741546213269	8.76294854817722e-07	0.000664231499951833	3.64962362610897e-06
Redox-dependent_regulation_of_nucleus_processes	42440	38493	34583	39023	45165	42654	40223	0	40435	0	24866	56243	67518	27366	34315	0	20920	24764	40993	39583	14658	0	0	34553	0	0	24031	30553	36811	23409	32434	27453.3	18467.9196448963	39.2787908170146	8.94249628068438e-07	0.000677841218075876	3.70405037199932e-06
tRNA_aminoacylation,_Ser	24823	23029	20981	22954	21973	25092	23371	0	22947	9901	23709	33654	40269	15890	20760	0	0	13728	25716	24385	7791	0	0	17423	0	0	17231	19169	20817	17268	19964.5	16429.3666666667	10991.2513594734	38.3977327645671	1.08008427587835e-06	0.00081870388111579	4.44947761475973e-06
Flagellum	23631	22844	24987	22388	21558	24179	23999	0	21519	0	0	35171	43134	14105	23202	0	0	0	22828	24435	0	0	0	19417	0	0	17129	20474	19976	16777	19696.5	14725.1	12474.1197225185	38.3104343869336	1.10063617564749e-06	0.0008342822211408	4.50963362778811e-06
Ribosomal_protein_S12p_Asp_methylthiotransferase	44876	40175	39206	40134	40248	46911	45301	0	46496	0	39126	67372	81505	21845	47446	0	0	0	44937	42521	0	0	0	31135	0	0	36620	39802	36861	35902	37993.5	28947.3	23106.0833207218	38.0527576065077	1.16378309963141e-06	0.000882147589520608	4.74272897591725e-06
Prophage-encoded_Exotoxins	316	263	259	259	209	206	101	0	116	0	288	94	294	0	185	0	0	6	331	0	0	0	0	137	0	0	67	55	249	45	80.5	116	120.577346760178	37.8838603967458	1.20727454860349e-06	0.000915114107841447	4.89365833070293e-06
Staphylococcal_pathogenicity_islands_SaPI	84159	80692	74718	63453	74164	88215	64772	35729	81078	33416	63550	95023	125270	33945	66178	39018	33488	43529	88399	79838	26070	31464	31889	64808	25548	31583	52161	50881	70984	52058	63501.5	59536	24862.4001892901	37.8546021802823	1.21498416179475e-06	0.000920957994640423	4.89871273744906e-06
Transcription_factors_cyanobacterial_RpoD-like_sigma_factors	23635	22847	23021	22391	21560	24186	24004	0	21522	0	0	35176	43138	14108	23202	0	0	0	22833	24449	0	0	0	19417	0	0	17138	20476	19977	16785	19697	14662.1666666667	12425.298098369	37.5003662925038	1.31263360157289e-06	0.000994976269992252	5.26442470895371e-06
Experimental_-_Histidine_Degradation	72681	62035	56549	52911	60865	68549	40477	0	54890	0	29687	42461	74471	24676	26781	52984	46146	56013	74956	64973	0	0	0	39332	0	0	26427	26064	60168	24112	41469	37940.2666666667	25994.5946714569	37.4062242912499	1.33997782440101e-06	0.00101570319089597	5.34580626787351e-06
Streptococcus_pyogenes_Virulome	22469	19923	16340	14701	21643	22201	0	0	0	0	8939	11753	0	0	8540	0	0	0	22988	0	0	17	0	0	0	0	9223	6064	18267	9266	8.5	7077.8	8718.07434606108	37.1156319968351	1.42830624766905e-06	0.00108265613573314	5.66835673158712e-06
At2g23840	63949	55958	51645	56600	55725	66412	58082	0	64266	0	61487	87304	106633	39608	53783	0	0	39819	65538	60223	0	0	0	46886	24036	0	47570	50189	55801	46420	50917	41931.1333333333	29321.6848292009	36.8338074894482	1.51995846662103e-06	0.00115212851769874	6.00066936301428e-06
Arginine_and_Ornithine_Degradation	95580	99437	97963	88488	106667	113859	68886	55273	94021	0	47370	73633	156778	50683	77590	0	61743	66114	98329	100576	47609	0	0	80537	36237	0	41629	56197	79626	41663	67500	64549.6	39069.8841825949	36.4407230929341	1.65847925663117e-06	0.00125712727652643	6.51361283174316e-06
Purine_nucleotide_synthesis_regulator	0	3294	3681	2180	3314	3229	725	0	1798	0	1274	0	3717	1169	2637	0	0	0	3066	2360	0	0	0	0	0	0	1129	0	1921	1105	915	1219.96666666667	1371.958843339	36.4158902748417	1.66767357436525e-06	0.00126409656936886	6.51596169777762e-06
COG1836	0	35569	33203	34249	32889	39901	11673	0	0	0	13316	17726	38192	0	13229	0	0	0	37893	34416	0	0	0	30171	0	0	15817	10198	32707	15353	12451	14883.4	15559.2142444099	35.8775269905097	1.88105643905112e-06	0.00142584078080075	7.31200400410639e-06
Spore_Coat	6505	5949	5893	5272	6290	6429	6027	0	5303	666	6768	8344	11476	3619	7455	0	0	0	7734	5660	0	0	0	4560	0	0	6932	4661	5141	6875	5287.5	4251.96666666667	3298.66538825601	35.8024478857887	1.91306902143071e-06	0.00145010631824448	7.39850162369633e-06
D-gluconate_and_ketogluconates_metabolism	18997	22663	16208	15459	18230	22660	12539	0	12806	0	14580	20616	27137	11410	12773	0	18556	0	14208	16405	0	0	0	21743	0	0	7003	11366	17190	6806	12789.5	11311.8333333333	8670.10203210587	35.652554298537	1.97874278166377e-06	0.00149988702850114	7.61363973858446e-06
Exopolysaccharide_Biosynthesis	8603	10056	8810	6534	9347	9496	2540	0	3490	0	2312	3625	8270	0	1843	0	0	0	0	3890	0	0	0	8203	0	0	6548	4538	7833	7293	3015	3774.36666666667	3782.67888546923	35.3686785514644	2.10984004812626e-06	0.0015992587564797	8.07706442666516e-06
Nitric_oxide_synthase	6289	5830	5800	5269	6220	6361	5994	0	5302	549	6768	8244	11310	3564	7382	0	0	0	7002	5646	0	0	0	4508	0	0	6743	4572	4995	6685	5285.5	4167.76666666667	3234.75267597272	35.2710431831481	2.15705765584527e-06	0.00163504970313072	8.216330166486e-06
Fratricide_in_Streptococcus	1216	3789	2201	736	2708	2716	475	0	1885	0	441	1348	910	990	373	0	0	0	751	321	0	37	0	1602	0	0	1529	530	1661	1551	633	925.666666666667	999.677062798311	35.019733963492	2.28388641902351e-06	0.00173118590561982	8.65592952809911e-06
tRNA_aminoacylation,_Ile	51881	48852	42604	46153	45637	54350	52483	0	50217	0	52593	81757	92249	31279	47574	0	0	0	54006	47643	0	0	0	37482	19734	0	40100	43523	44309	38655	43063.5	34102.7	25989.8953403712	34.793229723053	2.40506453066803e-06	0.00182303891424636	9.06984534450927e-06
Cysteine_Biosynthesis	46691	45436	48367	38901	34882	48265	53396	0	46691	0	22866	53563	94362	29483	40362	0	0	0	35983	43027	0	0	0	50356	0	0	23974	28885	42021	22613	32182.5	28337.4666666667	24030.6041707069	34.6019383478744	2.51277960337409e-06	0.00190468693935756	9.42914326414635e-06
Fructooligosaccharides(FOS)_and_Raffinose_Utilization	46674	39609	37643	28836	44435	45769	10701	0	23034	0	6301	14734	21899	25616	7308	0	35490	0	46418	32598	32783	0	0	0	0	0	36640	15373	37170	36237	22466.5	20842.2666666667	17566.8275194712	34.2996242082905	2.69370183193363e-06	0.00204182598860569	1.00582561015059e-05
Proteasome_bacterial	82106	80702	80162	75574	80061	87935	68198	37979	76623	31665	72524	105445	134517	46866	79377	38054	33039	43324	87844	78995	24569	32109	31549	64363	24695	31330	57174	64086	68342	56404	66280.5	62520.3666666667	26374.4956473868	33.8909654533595	2.96080929659081e-06	0.00224429344681584	1.10014384647835e-05
ATP-dependent_RNA_helicases,_bacterial	0	44524	39072	36563	42462	47742	0	0	0	0	0	0	0	23664	0	0	0	0	46717	37001	0	0	0	0	0	0	21981	0	35377	22084	0	13239.5666666667	18572.8143034537	33.2050177829529	3.47515086781419e-06	0.00263416435780315	1.28495822331861e-05
N-linked_Glycosylation_in_Bacteria	27995	25115	31490	28312	26407	29899	0	0	0	0	0	5966	8500	0	3490	0	0	0	29741	0	0	0	0	0	0	0	0	0	24195	23576	0	8822.86666666667	12607.3861704389	32.8921983041913	3.74083402891912e-06	0.00283555219392069	1.37509440707279e-05
Staphylococcal_accessory_gene_regulator_system	5765	7027	7826	6090	5947	6208	5222	0	0	0	1637	2353	10729	3987	5110	0	0	0	8134	5281	0	0	0	6567	0	0	5664	0	6092	5458	4548.5	3503.23333333333	3298.06626398094	32.8759630294574	3.75520504306157e-06	0.00284644542264067	1.37509440707279e-05
L-fucose_utilization_temp	0	0	0	0	0	0	0	0	0	39882	0	0	0	0	0	43126	38792	36487	0	0	39539	37436	0	0	34261	30849	0	0	0	0	0	10012.4	16988.1958604527	32.7387723181378	3.87903399422662e-06	0.00294030776762378	1.41360950366528e-05
LOS_core_oligosaccharide_biosynthesis	80590	82595	80764	72133	85531	90101	0	0	0	0	27371	0	0	0	41651	0	13764	0	84317	0	0	0	0	41499	0	0	0	0	67244	0	0	25585.3333333333	35653.912772009	32.5382384452737	4.06798298029973e-06	0.00308353109906719	1.4753737316111e-05
Proteolysis_in_bacteria,_ATP-dependent	173029	168211	155181	159177	162680	186045	167365	0	160749	0	172301	249832	306560	97939	166358	0	87276	113356	180774	160569	0	0	0	136311	0	0	110903	138140	152908	116046	145524	117390.333333333	82682.3880818614	32.4264927159422	4.17753752173264e-06	0.00316657344147334	1.50789211498731e-05
CBSS-176279.3.peg.868	26257	24148	21612	24539	26897	26403	22289	10652	23495	9914	23999	35324	41122	16069	21323	11866	10135	13291	26575	25118	10586	0	9435	17827	0	9149	17905	19357	22529	17842	20340	18855.2666666667	9221.44622113014	32.3057588929904	4.29947123721858e-06	0.00325899919781168	1.54454938284914e-05
tRNA_aminoacylation,_Leu	50988	48638	42298	45550	45383	53130	46162	0	48444	21602	47821	74069	82744	28876	43229	0	0	32063	54487	49478	20107	0	0	35330	19634	0	37261	40660	43037	36828	41479	34927.3	22060.981363031	32.0075035911604	4.61736349636383e-06	0.00349996153024378	1.65092525011499e-05
Competence_in_Streptococci	9033	7263	7299	4571	8630	8512	5195	0	3677	14	4540	8577	9091	4680	2100	0	0	29	6103	4609	2	0	0	8969	0	0	10315	4904	5820	9912	4644.5	4461.5	3729.85586067067	31.7333615326536	4.93186539427373e-06	0.00373835396885949	1.75509576002793e-05
Single-Rhodanese-domain_proteins	3219	3769	2891	2668	2950	3354	3660	0	1689	9	0	4356	5551	2716	2906	0	240	23	3419	2526	0	0	2	3209	17	0	2547	2508	2632	2394	2536.5	1975.16666666667	1647.12127316289	31.3305460051403	5.43639841239882e-06	0.00412078999659831	1.91863784487164e-05
Peptidyl-prolyl_cis-trans_isomerase	9964	10384	9487	7549	10568	11663	3452	0	0	0	0	4757	15699	5547	7216	0	0	0	8839	6929	0	0	0	8955	0	0	0	6150	8804	0	4104.5	4532.1	4810.61084622245	31.3262667630181	5.44204665761745e-06	0.00412507136647403	1.91863784487164e-05
Protein_degradation	24381	24611	24176	21422	23588	26865	0	0	0	0	0	0	22127	0	11986	0	0	0	25865	0	0	0	0	18860	0	0	15131	12390	22483	0	0	9129.5	11090.7154451914	30.8524931568824	6.10808527811226e-06	0.0046299286408091	2.14348548185606e-05
Flavohaemoglobin	17752	18052	16932	13772	17245	20456	18976	3	19579	1196	18974	25575	37702	10135	20206	0	446	0	17476	14170	0	14	0	16210	0	0	13339	16387	16173	13027	15171.5	12126.5666666667	9755.42863436712	30.7313136281508	6.29214182562893e-06	0.00476944350382673	2.19790023217822e-05
DNA_repair,_bacterial_UmuCD_system	21269	23939	22073	19303	22103	25870	19683	10058	19794	8914	19910	32114	35473	12987	17848	10755	10058	12613	26558	21236	6489	8554	9264	14786	8143	9523	17120	17232	18282	16364	17540	17277.1666666667	7244.85510710797	30.5728606868778	6.54184172631021e-06	0.00495871602854314	2.27464038006566e-05
SeqA_and_Co-occurring_Genes	16720	12955	12956	14013	12125	15373	17552	0	15968	0	0	0	28533	9358	16112	0	6633	0	16014	15248	0	0	0	11826	0	0	12723	0	13664	12600	11975.5	8679.1	7964.6737160695	30.4096819081443	6.81013896573504e-06	0.00516208533602716	2.35711659179323e-05
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	28233	26709	0	22622	43570	29121	19217	0	20403	0	0	0	36305	17270	19644	0	0	0	27371	25972	0	0	0	0	0	0	34945	16711	23075	0	8355.5	13038.9333333333	14278.6827798098	29.8806782345807	7.76427037586301e-06	0.00588531694490416	2.67514406586553e-05
D-Tagatose_and_Galactitol_Utilization	20165	17379	0	12770	19134	19945	0	0	0	0	0	0	0	8009	0	0	0	0	21186	14143	0	0	0	0	0	0	13191	0	16372	12887	0	5839.36666666667	8166.01750521038	29.6982876625213	8.12570851670726e-06	0.0061592870556641	2.78700771749507e-05
tRNA_aminoacylation,_Val	51532	50940	46469	47461	48577	58809	49554	24417	50497	20247	50948	77774	89136	31418	46992	0	21891	28992	55839	51034	15934	0	0	38790	15821	0	38102	42919	45351	36803	44135	37874.9	21970.2898107641	29.5697243744861	8.39130775507266e-06	0.00636061127834508	2.86514021547076e-05
tRNA_aminoacylation,_Tyr	23965	22437	21079	21911	20334	24155	22070	0	22264	10407	23895	33581	40871	15126	20962	12875	0	14183	24528	22477	8886	0	0	17576	0	0	18872	19723	19924	18193	19823.5	16676.4666666667	10370.8225515338	28.0725750178175	1.22733069552501e-05	0.00930316667207954	4.17182361976661e-05
LMPTP_YwlE_cluster	53590	51775	50543	53933	54199	56003	39938	0	56170	30275	40204	61145	91333	30829	38396	34850	31541	36820	59863	56839	24766	24218	0	40537	24814	0	41867	33537	45589	41022	40370.5	40153.2	19463.8927431601	27.9196732997614	1.27669718349824e-05	0.00967736465091665	4.32025207630207e-05
CBSS-224911.1.peg.435	2334	2758	3125	2057	2369	2853	2423	0	2413	0	2340	0	5741	1545	3112	0	0	0	1980	2207	0	0	0	2741	0	0	1112	1933	2070	1165	1956.5	1542.6	1420.70353140194	27.8720913269021	1.29249122029751e-05	0.00979708344985512	4.35425931104672e-05
Hydrogenases	16784	20898	23154	20851	23221	23113	0	0	23719	0	0	0	16891	0	0	0	0	0	23938	21857	15814	0	0	0	22656	0	13680	11870	14130	13214	12542	10193	10188.1357301114	27.8054434735383	1.31496742956217e-05	0.00996745311608128	4.41037748499172e-05
Glutathione-dependent_pathway_of_formaldehyde_detoxification	6735	4252	4388	3519	4114	5038	4776	0	6596	0	1571	2849	10574	3264	4331	0	508	0	1581	4848	17	0	0	6680	0	0	1604	2673	6561	1648	2761	2937.56666666667	2772.97233386268	27.7288563926517	1.34131471183001e-05	0.0101671655156715	4.47892753994338e-05
Ribosomal_protein_S5p_acylation	9090	7943	7893	8413	8436	9538	10601	0	8903	0	10582	14960	17886	6014	8797	0	0	0	8460	9422	3659	0	0	7471	0	0	7603	8439	7725	7411	7809	6308.2	4846.59605681462	27.5027356371089	1.42246497768681e-05	0.010782284530866	4.72907216266054e-05
Unknown_oligosaccharide_utilization_Sde_1396	4	6	2	0	0	0	0	4121	0	2519	0	0	0	0	0	1882	2193	4271	0	0	2993	2555	2872	0	0	0	0	0	0	0	0	780.6	1381.84084117702	27.353140311554	1.47903854634e-05	0.0112111121812572	4.8956821752215e-05
Streptolysin_S_Biosynthesis_and_Transport	1527	1474	1295	0	1690	1587	0	0	1158	0	0	0	0	1145	0	0	0	0	1291	0	470	0	0	0	0	0	792	0	1213	702	0	478.133333333333	638.661355051941	26.8852944195629	1.67211542837749e-05	0.0126746349471014	5.51071084656581e-05
Trehalose_Biosynthesis	47652	45564	25485	40479	39712	52396	30557	0	28552	0	45053	65622	80339	18406	25495	0	39095	0	45396	44060	0	0	0	26881	0	0	23245	34222	41879	22942	27716.5	27434.4	22089.681527184	26.8134731090505	1.70407702415906e-05	0.0129169038431256	5.59173326542235e-05
Ribosome_LSU_bacterial	155098	159453	150906	134078	172775	175122	140207	82434	136613	78843	126685	174887	253712	82625	123247	92143	84781	98683	154742	139109	74023	83772	0	132284	70646	0	102518	112675	148797	106808	124966	118255.533333333	51201.3423751379	26.6835346269751	1.76358035868238e-05	0.0133679391188124	5.76193548740651e-05
CBSS-630.2.peg.3360	6132	7391	7488	0	0	7475	0	0	5774	0	0	0	0	0	5739	0	0	0	6384	5690	0	0	0	5885	0	0	0	0	5218	0	0	2105.86666666667	3064.82459118179	26.6673449293256	1.77114903504712e-05	0.0134253096856572	5.76193548740651e-05
Phosphoenolpyruvate_phosphomutase	0	0	0	0	0	0	0	5081	0	4956	0	0	0	0	0	7354	5430	5850	0	0	4903	5404	0	0	15915	9004	0	0	0	0	0	2129.9	3804.14863691262	26.5200375041882	1.84163916854588e-05	0.0139596248975778	5.96565166563154e-05
CBSS-176280.1.peg.1561	21652	23620	24493	24975	22938	22068	7216	0	0	0	6727	9414	10448	0	5014	0	0	0	0	0	0	0	0	0	0	0	0	5192	19680	0	0	6781.23333333333	9502.21866173381	26.4041622869677	1.89920379530377e-05	0.0143959647684026	6.1259424546394e-05
LSU_ribosomal_proteins_cluster	34286	38486	36335	20086	41428	44573	22894	16398	21226	18756	23953	32045	63564	13971	31022	0	0	19072	33479	33389	16587	15794	0	35089	0	0	18032	20784	36498	17708	21005	23515.1666666667	15138.9847882723	26.0757041429512	2.07313075903191e-05	0.0157143311534619	6.65861489553471e-05
Nitrosative_stress	29461	27857	27350	25168	26916	31802	21893	16701	38822	20070	24471	35651	42987	16572	25547	16350	20567	16759	30118	26855	17768	13743	18467	20504	17890	16183	20433	22861	28939	19923	22377	23954.2666666667	7149.06767942908	25.4380208746084	2.46159322692047e-05	0.0186588766600571	7.87294373842074e-05
Streptococcus_agalactiae_virulome	17697	15214	14117	13035	13086	7032	3432	0	3713	0	4042	5088	5369	6657	3036	0	0	0	11547	13908	0	0	0	5348	20491	0	8914	3188	14396	9616	5218	6630.86666666667	6242.85421423806	24.995124761361	2.7770411556475e-05	0.0210499719598081	8.81200450996384e-05
tRNA_aminoacylation,_Thr	35659	32228	29475	32584	33674	37953	36803	0	33119	0	36399	56225	64990	21999	33061	0	16238	22524	36281	35464	12035	0	0	26498	11279	0	28758	31239	30013	28174	29744	25422.4	16589.2903479406	24.993263176666	2.77845524786459e-05	0.0210606907788136	8.81200450996384e-05
Photorespiration_(oxidative_C2_cycle)	86287	79897	71521	66667	67372	88427	77429	0	0	0	54833	85545	142867	42198	56195	55579	0	0	75423	74123	0	0	0	78318	0	0	45070	57374	75476	44006	55887	47486.9	38563.9064575351	23.8113101698411	3.85372460790951e-05	0.0292112325279541	0.000121713468866475
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	2502	2511	2588	1343	3905	3987	1116	0	395	0	3580	3314	4247	324	1528	0	1639	0	5343	3541	0	27	0	1770	68	0	849	0	1837	946	1229.5	1578.66666666667	1608.43139121005	23.670628343227	4.00887295007425e-05	0.0303872569615628	0.000126088203160012
Fructose_and_Mannose_Inducible_PTS	0	25189	22287	23323	22650	25332	1824	0	0	25	6451	0	0	0	0	0	44	197	28643	0	4	0	13	0	40	0	12553	0	21259	12500	19	6744.46666666667	10333.1340097943	23.6324201471034	4.05215907359889e-05	0.0307153657778796	0.000126922999082147
Galactose-inducible_PTS	25374	0	24050	22978	26725	27125	3582	0	0	0	2941	0	0	0	0	0	266	0	27552	0	0	0	0	0	0	0	14915	0	21554	0	0	6568.73333333333	10785.4790437096	23.3184092975692	4.42751218255862e-05	0.0335605423437943	0.00013810922775224
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	0	0	0	58312	82581	90635	23900	0	48631	0	33397	54011	60263	21703	44126	0	0	0	79279	66076	0	0	0	48929	0	0	27912	26304	61099	27973	25102	28504.3666666667	30005.7081069394	23.2306661147541	4.53895085676958e-05	0.0344052474943134	0.000141005112681612
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	22313	21224	0	22555	19515	21001	0	0	0	0	0	0	0	0	0	0	0	0	22968	0	0	0	0	0	0	0	0	0	17626	0	0	4906.73333333333	9087.424687098	23.1317446974248	4.66821028918191e-05	0.0353850339919989	0.000144428710171424
Type_VI_secretion_systems	60375	55019	44656	50633	53421	61323	54127	29279	55294	24573	53753	78556	103223	29134	55318	31878	29645	35511	56513	53061	0	0	0	43943	0	0	34797	42338	53098	34235	44299.5	40790.1	24277.8357700869	22.9700499771841	4.88808481636103e-05	0.0370516829080166	0.000150616597187059
DNA_gyrase_subunits	85957	83247	75117	83222	76930	91710	80411	43551	80547	37973	83221	129371	142138	54129	73615	44548	41445	53001	89403	85622	27596	36685	0	60870	26973	37139	65321	68571	72256	63999	70413.5	66485.6	29451.0869158362	22.787458708649	5.14982504360439e-05	0.0390356738305213	0.000158039165305754
F0F1-type_ATP_synthase	71448	68024	67803	69451	68046	74024	56522	33586	70692	33336	55773	87986	137008	46904	60363	30743	40551	39330	72263	80420	28555	27086	24450	55253	27563	26212	38853	43413	60536	38521	55513	54490.5	24282.4640611144	22.6978419205742	5.28376114200633e-05	0.040050909456408	0.000161495602646806
USS-DB-7	60048	54815	42400	50633	53255	61179	54001	29279	55265	24573	53753	78556	102861	29098	54708	31878	29087	35511	56338	52854	0	0	0	43760	0	0	31434	42202	52849	30904	43080	40374.7	24270.1739208493	22.3254806210923	5.88170887741117e-05	0.0445833532907767	0.000179049611609545
trimethylamine_N-oxide_(TMAO)_reductase	5947	3043	6237	3289	2824	2890	498	0	3331	55	0	1504	2917	973	2000	0	1141	0	3168	5338	0	0	0	10201	5	0	4448	1359	4773	3333	1752	2309.13333333333	2471.82414469534	22.3041853888699	5.9180349632187e-05	0.0448587050211977	0.000179244873773054
Succinate_dehydrogenase	31468	40373	36456	30453	34313	41063	41644	0	40159	0	41271	64211	78408	17506	46648	0	21138	0	36866	33893	0	0	0	33399	0	0	27755	34897	28672	25571	30960.5	26205.4666666667	20741.6531042936	22.2940450449324	5.93541732414729e-05	0.0449904633170365	0.000179244873773054
tRNA-dependent_amino_acid_transfers	1934	1643	1151	3104	1266	1268	771	0	0	0	1781	1114	1745	1783	1730	0	0	14	4120	0	3	0	0	1222	2	0	1257	445	2587	1254	1132.5	1006.46666666667	1066.03052726339	22.11190442077	6.25716184421158e-05	0.0474292867791238	0.000188211455472713
CBSS-290633.1.peg.1906	26094	24690	22314	23118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25227	24028	0	0	0	18191	0	0	0	0	22865	0	0	6217.56666666667	10554.5747841736	21.8731498291653	6.70758739847209e-05	0.0508435124804184	0.000199706672887579
Unknown_carbohydrate_utilization_(_cluster_Yeg_)	4320	2804	2383	3330	0	0	0	6755	0	8198	0	0	0	0	0	8935	10284	6871	3479	0	7187	6778	5373	0	7203	6774	0	0	3297	0	2593.5	3132.36666666667	3433.05857884003	21.8600551544676	6.73327877008339e-05	0.0510382530772321	0.000199706672887579
ABC_transporter_peptide_(TC_3.A.1.5.5)	7812	0	0	8159	17455	16674	0	0	6636	193	0	0	9643	3421	0	0	603	0	14706	6560	0	0	0	6577	0	0	3302	3609	6365	3141	398	3828.53333333333	5240.94655002604	21.8569402655621	6.73940564345251e-05	0.05108469477737	0.000199706672887579
Xanthine_Metabolism_in_Bacteria	14586	19715	20300	0	16445	20408	0	0	0	0	0	0	0	0	0	0	0	0	21380	0	0	0	0	0	0	0	0	0	12371	0	0	4173.5	7852.19074087191	21.8542455658188	6.74471085213988e-05	0.0511249082592203	0.000199706672887579
CBSS-196164.1.peg.461	16490	16192	15113	13881	10636	16062	22196	0	16487	0	0	0	37526	9808	0	0	0	0	13365	14276	8	0	0	15155	0	0	11595	12325	15527	0	10222	8554.73333333333	9357.30280153102	21.2469543080687	8.06295219653912e-05	0.0611171776497665	0.000237810029765629
Phosphonate_metabolism	0	0	0	0	0	0	0	5081	0	8445	0	0	0	0	0	7018	9209	0	0	0	8039	5404	0	0	0	5869	0	0	0	0	0	1635.5	3102.95010628095	21.2167586571058	8.13534690528679e-05	0.0616659295420739	0.000239015230783232
Quorum_Sensing:_Autoinducer-2_Synthesis	22953	20448	19265	19763	19324	22886	18677	12828	21458	10826	20243	30856	35002	12856	18853	12661	12758	15582	23780	22082	8244	11076	9908	16029	8136	10423	13808	17019	19759	13549	17848	17368.4	6287.99044484665	21.1030535738557	8.41428831222441e-05	0.063780305406661	0.000246256005431124
Ribosome_SSU_bacterial	148026	134040	126821	136906	138633	152222	141681	78728	141035	74057	131496	201034	254208	83087	131052	0	69844	96650	148231	131163	63299	78918	0	119733	61077	0	108209	121268	126217	101872	123742.5	109983.566666667	54670.6203137975	20.8959138248119	8.94921218987091e-05	0.0678350283992215	0.000260903955381621
Cold_shock,_CspA_family_of_proteins	1766	1923	1958	1110	2086	2057	1937	2	1607	0	2097	1887	4067	1201	2124	30	1781	0	1675	1708	43	46	0	1327	22	0	1301	1656	1551	516	1579	1249.26666666667	986.109839770375	20.8579969835699	9.05102819096431e-05	0.0686067936875095	0.000262861278496205
