	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	chi-squared_stat	p	bonferroni_p	BH_p
LMPTP_YwlE_cluster	53590	51775	50543	53933	54199	56003	39938	0	56170	30275	40204	61145	91333	30829	38396	34850	31541	36820	59863	56839	24766	24218	0	40537	24814	0	41867	33537	45589	41022	40370.5	40153.2	19463.8927431601	20.21153417947	4.084332757181e-05	0.030959242299432	0.000173928327524899
Ribosome_LSU_bacterial	155098	159453	150906	134078	172775	175122	140207	82434	136613	78843	126685	174887	253712	82625	123247	92143	84781	98683	154742	139109	74023	83772	0	132284	70646	0	102518	112675	148797	106808	124966	118255.533333333	51201.3423751379	20.1644859813084	4.18155202017643e-05	0.0316961643129373	0.000175283837705232
Quorum_Sensing:_Autoinducer-2_Synthesis	22953	20448	19265	19763	19324	22886	18677	12828	21458	10826	20243	30856	35002	12856	18853	12661	12758	15582	23780	22082	8244	11076	9908	16029	8136	10423	13808	17019	19759	13549	17848	17368.4	6287.99044484665	20.1625806451613	4.18553754942574e-05	0.0317263746246471	0.000175283837705232
Staphylococcal_pathogenicity_islands_SaPI	84159	80692	74718	63453	74164	88215	64772	35729	81078	33416	63550	95023	125270	33945	66178	39018	33488	43529	88399	79838	26070	31464	31889	64808	25548	31583	52161	50881	70984	52058	63501.5	59536	24862.4001892901	20.1625806451613	4.18553754942574e-05	0.0317263746246471	0.000175283837705232
Alpha-acetolactate_operon	2520	2431	2009	2292	1922	1861	2130	0	1029	0	2062	2280	2825	2067	1388	0	0	0	3918	1378	2	0	0	1684	0	0	1118	1324	2029	1086	1383	1311.83333333333	1093.7117783141	20.1508571428571	4.21014417748615e-05	0.031912892865345	0.000175345565194203
At5g63420	111711	119016	109524	106534	111664	132311	90208	0	109160	0	86456	136472	158191	0	98412	0	0	0	116560	112060	0	0	0	88333	0	0	0	71775	104558	57859	87394.5	64026.8	56085.3128929798	20.1187930624852	4.27818534009722e-05	0.0324286448779369	0.000177205709715502
tRNA_aminoacylation,_Ile	51881	48852	42604	46153	45637	54350	52483	0	50217	0	52593	81757	92249	31279	47574	0	0	0	54006	47643	0	0	0	37482	19734	0	40100	43523	44309	38655	43063.5	34102.7	25989.8953403712	20.10048	4.31753857242166e-05	0.0327269423789562	0.000177863817276936
Trans-translation_by_stalled_ribosomes	7612	7087	7029	7842	6219	7663	0	0	0	0	0	0	0	0	6962	0	0	0	7544	7423	0	0	0	6036	0	0	0	0	6381	0	0	2593.26666666667	3485.69121363061	20.0847690014903	4.35158855818034e-05	0.032985041271007	0.000178297520383822
Wyeosine-MimG_Biosynthesis	36934	34013	32039	33278	32454	37254	14242	0	0	0	2329	20114	0	0	14254	0	0	0	36986	15448	0	0	0	26371	0	0	10495	12309	31045	9937	10216	13316.7333333333	14643.1385837057	20.0521907528444	4.42305258828704e-05	0.0335267386192157	0.000180251282899009
D-Alanyl_Lipoteichoic_Acid_Biosynthesis	15119	13200	11513	10858	13604	13374	5260	0	0	0	6313	8045	0	0	0	0	0	0	14933	11254	0	0	0	8759	0	0	7237	4537	11729	7198	4898.5	5431.1	5733.2864520604	19.9906188118812	4.56133826223241e-05	0.0345749440277217	0.000181973389619588
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	151311	149017	143898	143473	130847	153063	0	0	0	0	65280	0	0	92068	112116	0	0	0	158895	142651	0	0	0	112567	0	0	94390	92235	127208	92392	78674	65380.3666666667	65499.3669895621	19.9906188118812	4.56133826223241e-05	0.0345749440277217	0.000181973389619588
Sucrose_utilization	32489	34279	30455	28334	42003	35587	11480	0	21945	0	1031	10446	20746	20318	14054	0	0	0	0	28862	0	0	0	0	0	0	0	5289	26628	0	3160	12131.5333333333	14276.4550529241	19.9906188118812	4.56133826223241e-05	0.0345749440277217	0.000181973389619588
Thioredoxin-disulfide_reductase	54153	50736	46821	47946	45224	51847	8268	0	0	0	6036	13122	0	0	8400	0	0	0	56392	24675	0	0	0	0	0	0	9941	7477	45335	9692	6756.5	16202.1666666667	21412.2981888887	19.9906188118812	4.56133826223241e-05	0.0345749440277217	0.000181973389619588
Methylcitrate_cycle	16897	11802	10939	9451	6062	14134	19779	0	19686	0	12203	11822	33124	9392	10772	0	0	0	3141	9601	53	0	0	16515	0	0	607	7692	17082	598	8542	8045.06666666667	8354.12331781112	19.9095771428571	4.74996330874348e-05	0.0360047218802756	0.000186868548327132
Trehalose_Uptake_and_Utilization	12946	11562	12096	10299	8859	13148	20132	0	13082	0	7911	19248	25432	8711	8792	0	6511	0	10963	8285	0	0	0	20684	0	0	11281	6813	14307	8794	8793	8661.86666666667	7139.98045362597	19.9095771428571	4.74996330874348e-05	0.0360047218802756	0.000186868548327132
Ribosomal_protein_S5p_acylation	9090	7943	7893	8413	8436	9538	10601	0	8903	0	10582	14960	17886	6014	8797	0	0	0	8460	9422	3659	0	0	7471	0	0	7603	8439	7725	7411	7809	6308.2	4846.59605681462	19.8883657142857	4.80060815010732e-05	0.0363886097778135	0.000186868548327132
Ribosome_SSU_bacterial	148026	134040	126821	136906	138633	152222	141681	78728	141035	74057	131496	201034	254208	83087	131052	0	69844	96650	148231	131163	63299	78918	0	119733	61077	0	108209	121268	126217	101872	123742.5	109983.566666667	54670.6203137975	19.8705856156758	4.84347605983998e-05	0.036713548533587	0.000186868548327132
HtrA_and_Sec_secretion	101724	98793	86442	71756	104139	108015	84505	0	0	0	55382	85477	151282	48367	75351	0	0	0	108089	77441	0	0	0	67101	0	0	66125	69668	85492	64476	66613	53654.1666666667	45550.6858399356	19.8651695906433	4.85661002908245e-05	0.036813104020445	0.000186868548327132
Pseudaminic_Acid_Biosynthesis	98	73	66	167	58	59	313	0	139	0	374	486	249	0	96	0	0	0	52	200	0	0	0	11	0	0	286	649	75	239	62.5	123	163.295796765806	19.8651695906433	4.85661002908245e-05	0.036813104020445	0.000186868548327132
RNA_modification_and_chromosome_partitioning_cluster	64120	64139	57095	52683	60374	71182	29329	0	0	0	31037	64119	80822	37132	45639	0	0	0	72379	54355	0	0	0	32855	0	0	43936	26005	61596	37256	34993.5	32868.4333333333	28498.2635317134	19.8651695906433	4.85661002908245e-05	0.036813104020445	0.000186868548327132
V-Type_ATP_synthase	23735	17346	9350	16610	21655	22301	15207	0	14483	0	0	0	30526	11677	11199	0	0	0	25607	17407	0	0	0	6795	0	0	14025	19486	18664	13684	11438	10325.2333333333	9732.67037348181	19.743977191732	5.16000149439172e-05	0.0391128113274893	0.000196903484105555
Zinc_regulated_enzymes	76544	69069	62528	60853	56462	75466	52491	0	0	0	30812	66174	101534	32107	47145	0	0	0	79009	48257	0	0	0	54717	0	0	37059	36610	73992	36240	36834.5	36568.9666666667	32012.9369285599	19.740350877193	5.16936587559438e-05	0.0391837933370054	0.000196903484105555
Competence_in_Streptococci	9033	7263	7299	4571	8630	8512	5195	0	3677	14	4540	8577	9091	4680	2100	0	0	29	6103	4609	2	0	0	8969	0	0	10315	4904	5820	9912	4644.5	4461.5	3729.85586067067	19.7270556431629	5.20384431290023e-05	0.0394451398917837	0.000197225699458919
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	6656	6236	6224	5817	5790	6770	5002	2762	5698	1783	9282	6682	14430	4025	4125	2092	3141	3395	6423	5913	1398	2251	2172	10040	2854	0	3781	4905	5794	3686	4953.5	4970.9	2892.03914875491	19.6670967741936	5.36221468837385e-05	0.0406455873378738	0.000201974662501038
Mannose_Metabolism	37580	55933	47946	43410	51968	40186	13405	0	0	0	8760	14029	0	0	14728	0	0	0	62425	45749	0	0	0	0	0	0	0	9937	30822	24277	4380	16705.1666666667	21144.6872614626	19.6595679796696	5.38243823551578e-05	0.0407988818252096	0.000201974662501038
Succinate_dehydrogenase	31468	40373	36456	30453	34313	41063	41644	0	40159	0	41271	64211	78408	17506	46648	0	21138	0	36866	33893	0	0	0	33399	0	0	27755	34897	28672	25571	30960.5	26205.4666666667	20741.6531042936	19.6391314285714	5.43771943076907e-05	0.0412179132852296	0.000202487549659887
DNA_topoisomerases,_Type_II,_ATP-dependent	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	19.6250111259457	5.47624639581489e-05	0.0415099476802768	0.000202487549659887
Resistance_to_fluoroquinolones	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	19.6250111259457	5.47624639581489e-05	0.0415099476802768	0.000202487549659887
Nitrate_and_nitrite_ammonification	45396	64884	67274	48478	58905	64525	43150	0	50766	9192	53181	82709	95200	27334	69563	6060	8906	0	68005	57229	5696	2436	0	57996	11248	0	35270	45921	39712	33754	44273	38426.3333333333	28123.873341827	19.5635228539576	5.64722366685651e-05	0.0428059553947724	0.000207670401469398
The_Chv_regulatory_system_of_Alphaproteobacteria	9093	6915	0	6739	7378	7412	3476	0	5787	0	0	4741	0	5572	3149	0	0	0	8169	6419	0	0	0	0	0	0	0	0	8274	2545	0	2855.63333333333	3386.23992961508	19.5550458715596	5.67121017205347e-05	0.0429877731041653	0.000207670401469398
Flavohaemoglobin	17752	18052	16932	13772	17245	20456	18976	3	19579	1196	18974	25575	37702	10135	20206	0	446	0	17476	14170	0	14	0	16210	0	0	13339	16387	16173	13027	15171.5	12126.5666666667	9755.42863436712	19.5093273542601	5.80234292075545e-05	0.0439817593393263	0.000210684681572981
De_Novo_Pyrimidine_Synthesis	158872	138599	131559	137046	123053	153352	107143	0	0	0	100725	146118	201469	80959	86476	0	0	0	156346	118780	0	0	0	123453	0	0	88267	85967	136147	87983	88125	78743.8	65923.2330870405	19.5069941520468	5.8091158903368e-05	0.0440330984487529	0.000210684681572981
DNA_replication_cluster_1	95007	93811	86526	75730	85694	99108	55152	0	0	0	35589	53413	101983	0	32412	0	0	0	99415	80189	0	0	0	72712	0	0	59507	30279	78149	58210	44501	43096.2	40113.0135048637	19.4773342836778	5.89590665670712e-05	0.0446909724578399	0.000212814154561143
Transport_of_Nickel_and_Cobalt	0	0	494	0	0	0	98	13324	0	12664	0	0	0	0	0	16009	0	14260	0	889	16257	10241	9515	0	9730	10820	0	0	0	0	0	3810.03333333333	5972.76447565189	19.4536868973341	5.96603180012128e-05	0.0452225210449193	0.00021394879296808
L-fucose_utilization	7029	6554	6316	8604	9957	10889	5446	55562	8547	60105	8477	15372	24361	4374	22751	66775	64038	57407	9040	7163	58852	55690	61673	21324	54304	50940	5913	10247	5573	6271	10568	26318.4666666667	23817.3214521286	19.4477419354839	5.98379209884341e-05	0.0453571441092331	0.00021394879296808
Translation_elongation_factors_bacterial	141812	128287	117941	133128	136437	148866	143519	84666	143195	73553	129646	201930	247273	88879	127684	89008	75095	100747	147561	143083	59556	77065	75328	104126	56586	74812	104059	113112	117256	115935	116595.5	116671.5	41018.9322073483	19.4245161290322	6.05368634950484e-05	0.0458869425292467	0.000214515054993342
Streptococcus_pyogenes_virulence_regulators	8608	9445	9778	9398	7238	7917	7309	2346	6312	1494	8662	10262	13832	5842	5111	2092	1638	2865	9784	6691	1398	2251	0	9412	632	0	7675	6642	7340	7366	6964.5	5978	3648.56680412158	19.4236760124611	6.05622978477244e-05	0.0459062217685751	0.000214515054993342
Translation_elongation_factors_eukaryotic_and_archaeal	10257	9166	8666	9410	9397	10578	10360	5151	9812	4877	11081	16181	18470	6485	9601	0	4821	6267	10340	10008	3976	4957	0	8618	3834	0	8379	9171	8669	8096	8667.5	7887.6	4129.39847502239	19.3953239812959	6.14269440650032e-05	0.0465616236012724	0.000215436590527334
At5g48545_and_At3g56490_At1g31160	3940	5227	3182	4296	3552	4864	2364	0	1733	0	0	0	4621	2651	1456	0	0	0	6358	2994	0	0	0	4407	0	0	3661	2005	4081	3542	2184.5	2164.46666666667	2048.37928757033	19.3912093133761	6.15534498908262e-05	0.0466575150172463	0.000215436590527334
SecY2-SecA2_Specialized_Transport_System	3888	2904	3038	2783	3293	5128	2029	0	1776	334	7252	6158	8279	2344	4891	18	0	58	4958	2803	0	405	107	10550	3	72	2701	1756	2940	2408	2554.5	2762.53333333333	2712.14599766378	19.3824092629704	6.1824883340762e-05	0.0468632615722976	0.000215436590527334
Propionyl-CoA_to_Succinyl-CoA_Module	14827	13082	8839	14330	12247	15595	15264	39274	23755	37042	10152	28889	23100	6516	17769	54449	36351	48391	19771	13386	35758	35950	37606	4789	38255	38174	12566	15736	13085	12690	16752.5	23254.6	13455.1132380324	19.378064516129	6.19593360619509e-05	0.0469651767349588	0.000215436590527334
At2g33980_At1g28960	20238	19971	16928	18071	16437	20524	0	0	0	0	0	0	0	0	16748	0	0	0	20991	18503	0	0	0	15438	0	0	13699	0	17084	13058	0	7589.66666666667	8976.40875634123	19.3564555585757	6.26324039195059e-05	0.0474753621709855	0.000215797100777207
tRNA_nucleotidyltransferase	20238	19971	16928	18071	16437	20524	0	0	0	0	0	0	0	0	16748	0	0	0	20991	18503	0	0	0	15438	0	0	13699	0	17084	13058	0	7589.66666666667	8976.40875634123	19.3564555585757	6.26324039195059e-05	0.0474753621709855	0.000215797100777207
Alkylphosphonate_utilization	3920	4091	4109	3398	4127	4377	2729	0	3205	0	0	4004	5957	2684	0	0	0	0	4356	3559	0	0	0	3134	0	0	0	2169	3113	0	2426.5	1964.4	1976.21104903925	19.3409900990099	6.3118600766407e-05	0.0478438993809365	0.000216488232492925
Proteolysis_in_bacteria,_ATP-dependent	173029	168211	155181	159177	162680	186045	167365	0	160749	0	172301	249832	306560	97939	166358	0	87276	113356	180774	160569	0	0	0	136311	0	0	110903	138140	152908	116046	145524	117390.333333333	82682.3880818614	19.3210609839039	6.37506937296046e-05	0.0483230258470403	0.00021767128759928
Flagellum	23631	22844	24987	22388	21558	24179	23999	0	21519	0	0	35171	43134	14105	23202	0	0	0	22828	24435	0	0	0	19417	0	0	17129	20474	19976	16777	19696.5	14725.1	12474.1197225185	19.2953450292398	6.45756912379069e-05	0.0489483739583334	0.000219499434790733
tRNA_aminoacylation,_Lys	29871	27704	24824	27075	26298	30424	27602	16840	27440	15419	28745	42472	49377	18796	26163	17390	16023	20682	30442	28850	11469	14134	13801	19868	11494	14160	22326	25092	24739	22029	24781.5	23718.3	8534.19890246862	19.2490322580645	6.608847858934e-05	0.0500950667707198	0.00022279425483664
Arginine_and_Ornithine_Degradation	95580	99437	97963	88488	106667	113859	68886	55273	94021	0	47370	73633	156778	50683	77590	0	61743	66114	98329	100576	47609	0	0	80537	36237	0	41629	56197	79626	41663	67500	64549.6	39069.8841825949	19.2417430167598	6.63297854922386e-05	0.0502779774031169	0.00022279425483664
tRNA_aminoacylation,_Ala	48101	44437	39259	42504	42948	49769	0	0	0	0	0	0	0	28765	39817	0	0	0	47747	44929	0	0	0	33873	0	0	31861	35610	41151	0	0	19025.7	21118.3599091341	19.2388204456095	6.64267831043279e-05	0.0503515015930805	0.00022279425483664
tRNA_aminoacylation,_Thr	35659	32228	29475	32584	33674	37953	36803	0	33119	0	36399	56225	64990	21999	33061	0	16238	22524	36281	35464	12035	0	0	26498	11279	0	28758	31239	30013	28174	29744	25422.4	16589.2903479406	19.2284304932736	6.67727665692857e-05	0.0506137570595186	0.00022296809277321
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	104336	104688	103156	93623	109326	116753	0	0	0	0	51931	0	0	66931	63280	0	0	0	97435	100750	0	0	0	98663	0	0	62081	47213	93413	49338	48275.5	45430.5666666667	46505.5318620405	19.2153712871287	6.72101927866528e-05	0.0509453261322828	0.000223444412860889
Butanol_Biosynthesis	80025	57842	52176	57974	73106	75292	39336	36016	63086	32645	37441	68578	85106	42022	35386	29145	34718	44434	78655	66342	26252	26719	28754	40142	27783	27036	37592	41612	66485	32475	40877	48139.1666666667	18718.92353979	19.1174193548387	7.05838158201232e-05	0.0535025323916534	0.000233635512627307
Transcription_factors_cyanobacterial_RpoD-like_sigma_factors	23635	22847	23021	22391	21560	24186	24004	0	21522	0	0	35176	43138	14108	23202	0	0	0	22833	24449	0	0	0	19417	0	0	17138	20476	19977	16785	19697	14662.1666666667	12425.298098369	19.1054035087719	7.10091543742342e-05	0.0538249390156695	0.000234021473981172
Flavodoxin	0	0	0	0	0	0	0	0	4664	0	3442	4833	6597	2982	3799	0	0	0	0	0	0	0	0	2936	0	0	2826	3907	0	2865	0	1295.03333333333	1978.93378612956	18.9897314375987	7.52371285000373e-05	0.0570297434030283	0.000246882006073716
Adenosyl_nucleosidases	22206	19412	17598	12031	18989	22109	0	0	0	0	0	15854	19262	8376	10382	0	0	0	22600	11718	0	0	0	8425	0	0	9386	9810	18206	9082	8753.5	8514.86666666667	8542.6148412788	18.957056402808	7.64764122404075e-05	0.0579691204782289	0.000249866898613056
CBSS-224911.1.peg.435	2334	2758	3125	2057	2369	2853	2423	0	2413	0	2340	0	5741	1545	3112	0	0	0	1980	2207	0	0	0	2741	0	0	1112	1933	2070	1165	1956.5	1542.6	1420.70353140194	18.9371695906433	7.72406414872228e-05	0.0585484062473149	0.000251280713507789
trimethylamine_N-oxide_(TMAO)_reductase	5947	3043	6237	3289	2824	2890	498	0	3331	55	0	1504	2917	973	2000	0	1141	0	3168	5338	0	0	0	10201	5	0	4448	1359	4773	3333	1752	2309.13333333333	2471.82414469534	18.9193606891861	7.79314982588436e-05	0.0590720756802035	0.000252444767864117
Sugar_utilization_in_Thermotogales	279380	244708	225786	210059	314248	278840	108466	0	0	0	104521	0	290830	132108	154467	0	0	0	281374	215980	0	0	0	0	0	0	208478	124200	240180	198691	116333	120410.533333333	118181.344552588	18.7548777535705	8.46116260711307e-05	0.0641356125619171	0.000271941765251243
GroEL_GroES	27677	27921	23789	26483	23804	30206	37368	16499	26963	15177	35063	49300	56480	17213	29481	17231	15321	19688	28134	27806	11804	14733	14759	27885	11774	14233	22251	26103	24024	22353	23914	24717.4333333333	10229.8256387316	18.7535483870968	8.46678846956377e-05	0.0641782565992934	0.000271941765251243
RNA_polymerase_bacterial	160241	146780	139778	143691	154321	170029	164056	95073	155013	79227	166882	249707	297389	100361	150113	100689	82350	112994	159844	156752	67857	86519	84856	126355	64164	82338	127881	144800	135168	126162	137473	134379.666666667	50300.0426779372	18.6812903225806	8.7782783759829e-05	0.0665393500899503	0.00028075675143439
Nitrosative_stress	29461	27857	27350	25168	26916	31802	21893	16701	38822	20070	24471	35651	42987	16572	25547	16350	20567	16759	30118	26855	17768	13743	18467	20504	17890	16183	20433	22861	28939	19923	22377	23954.2666666667	7149.06767942908	18.5832258064516	9.21942399089544e-05	0.0698832338509875	0.000293627032987342
Proline,_4-hydroxyproline_uptake_and_utilization	25164	24803	22215	21945	24417	30743	0	0	0	0	7949	9329	0	0	10553	0	0	0	12781	18707	0	0	0	0	16	0	122	6297	23397	95	55.5	7951.1	10553.9853572331	18.5693316831683	9.28369488611126e-05	0.0703704072367233	0.000294436850362859
Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus	1738	2197	2856	2574	1230	1135	2114	294	315	251	2858	3672	3767	2381	1095	132	413	302	5299	211	109	360	138	4326	0	0	2726	1805	1352	2676	1291	1610.86666666667	1461.78716157556	18.5563862928349	9.34398030723159e-05	0.0708273707288155	0.000294496753086571
Programmed_frameshift	16736	17759	16063	16615	15306	18481	16989	10017	15845	8316	17749	26311	30504	11001	16405	10146	9053	11863	17528	16720	7064	9010	8367	14862	7272	8655	11376	13594	14670	11504	14766	14192.7	5328.68350274379	18.5522580645161	9.36328726831973e-05	0.0709737174938635	0.000294496753086571
LSU_ribosomal_proteins_cluster	34286	38486	36335	20086	41428	44573	22894	16398	21226	18756	23953	32045	63564	13971	31022	0	0	19072	33479	33389	16587	15794	0	35089	0	0	18032	20784	36498	17708	21005	23515.1666666667	15138.9847882723	18.510748603352	9.5596504567581e-05	0.0724621504622264	0.000299430373810853
Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1328	2037	716	0	0	1739	670	1947	0	4044	2192	0	0	2863	0	0	748.166666666667	1097.12584018216	18.4757799205899	9.728264405297e-05	0.0737402441921512	0.000303152155789465
Flavocytochrome_C	56	15	0	85	26	35	126	0	66	0	0	193	120	54	56	0	0	0	46	97	0	0	0	16	0	0	181	144	39	218	30.5	52.4333333333333	64.9310952197542	18.4695817490494	9.75845989612525e-05	0.0739691260126294	0.000303152155789465
DNA_repair,_UvrABC_system	127794	117900	105818	117132	103091	131320	124549	74473	118615	0	99661	154609	227849	76778	119117	85654	71665	95321	131075	121633	56180	68679	0	94680	57379	67717	99202	82975	110236	97393	99431.5	97949.8333333333	42658.359546262	18.4531375166889	9.83902584454992e-05	0.0745798159016884	0.000304407411843626
Two-component_regulatory_systems_in_Campylobacter	76	183	4290	1695	38	43	739	0	458	0	323	726	235	258	215	0	0	0	120	1634	0	0	0	0	0	0	393	473	114	387	117	413.333333333333	850.455307400135	18.4216140350877	9.99533463294433e-05	0.075764636517718	0.000307986327307797
Urease_subunits	4249	5057	7921	5894	2634	2055	861	0	4013	0	1271	7334	9021	5974	5227	0	0	0	5554	4125	0	0	0	9211	0	0	2694	0	3469	3138	2664	2990.06666666667	3008.81225200512	18.3999064327486	0.000101044128937227	0.0765914497344178	0.000310086841030032
EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins	2703	4057	2147	3256	2241	3588	1869	0	1060	0	0	0	3526	1693	1013	0	0	10	4920	1976	0	0	0	3454	0	0	2865	1437	3114	2808	1565	1591.23333333333	1550.85986568371	18.3239298245614	0.000104956465057926	0.079557000513908	0.000320794356910919
Hydrogenases	16784	20898	23154	20851	23221	23113	0	0	23719	0	0	0	16891	0	0	0	0	0	23938	21857	15814	0	0	0	22656	0	13680	11870	14130	13214	12542	10193	10188.1357301114	18.2987128712871	0.000106288184026973	0.0805664434924452	0.000323560014025884
Exopolysaccharide_Biosynthesis	8603	10056	8810	6534	9347	9496	2540	0	3490	0	2312	3625	8270	0	1843	0	0	0	0	3890	0	0	0	8203	0	0	6548	4538	7833	7293	3015	3774.36666666667	3782.67888546923	18.2646947018294	0.000108111511360784	0.081948525611474	0.00032648814984651
Staphylococcal_accessory_gene_regulator_system	5765	7027	7826	6090	5947	6208	5222	0	0	0	1637	2353	10729	3987	5110	0	0	0	8134	5281	0	0	0	6567	0	0	5664	0	6092	5458	4548.5	3503.23333333333	3298.06626398094	18.2646947018294	0.000108111511360784	0.081948525611474	0.00032648814984651
Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1338	1878	794	0	0	1749	661	1947	0	4036	2192	0	0	2863	0	0	745.566666666667	1090.76998059844	18.1237663074305	0.000116004316804869	0.0879312721380906	0.000348933619595598
Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes	6848	5354	6809	5033	3683	5984	20871	0	0	0	9705	9712	24371	0	7045	0	0	0	1705	4440	0	0	0	12537	0	0	1794	6051	6714	1728	2738.5	4679.46666666667	6088.66831447388	18.0166547873604	0.00012238638916761	0.0927688829890485	0.000366675426834184
Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	5664	6761	4413	4894	7652	7595	3212	474	3234	393	2153	5501	6202	4428	353	74	883	629	5006	3231	186	193	205	5888	468	159	6487	3234	4319	6452	3234	3344.76666666667	2630.1158579874	17.907854917668	0.000129228621975284	0.0979552954572651	0.000385650769516792
Type_VI_secretion_systems	60375	55019	44656	50633	53421	61323	54127	29279	55294	24573	53753	78556	103223	29134	55318	31878	29645	35511	56513	53061	0	0	0	43943	0	0	34797	42338	53098	34235	44299.5	40790.1	24277.8357700869	17.8419664804469	0.000133556861732854	0.101236101193504	0.000397004318405897
Aromatic_amino_acid_degradation	10937	7504	10122	8661	9215	9514	3893	0	9999	0	9283	12698	14468	6419	5258	8197	5780	0	11176	10843	0	0	0	6609	0	0	4260	7404	8906	3959	7006.5	6170.16666666667	4480.34192878742	17.8010428474269	0.000136317828599165	0.103328914078167	0.000403628570617841
Prophage-encoded_Exotoxins	316	263	259	259	209	206	101	0	116	0	288	94	294	0	185	0	0	6	331	0	0	0	0	137	0	0	67	55	249	45	80.5	116	120.577346760178	17.7528310715957	0.000139643817799956	0.105850013892367	0.000411867758336058
Urea_decomposition	4249	5311	8224	6263	2692	2124	861	0	4013	0	1271	7334	9021	6301	5227	5	0	3	5916	4125	0	0	0	9211	0	0	2694	0	3469	3138	2693	3048.4	3066.7458053257	17.6373028571428	0.000147947743860577	0.112144389846317	0.000434668177698904
USS-DB-7	60048	54815	42400	50633	53255	61179	54001	29279	55265	24573	53753	78556	102861	29098	54708	31878	29087	35511	56338	52854	0	0	0	43760	0	0	31434	42202	52849	30904	43080	40374.7	24270.1739208493	17.6086703910615	0.000150081032130067	0.113761422354591	0.000439233290944366
Trehalose_Biosynthesis	47652	45564	25485	40479	39712	52396	30557	0	28552	0	45053	65622	80339	18406	25495	0	39095	0	45396	44060	0	0	0	26881	0	0	23245	34222	41879	22942	27716.5	27434.4	22089.681527184	17.5816228571429	0.000152124479442094	0.115310355417107	0.000443501366988874
Pterin_metabolism	10121	9506	8713	8280	7684	9444	7749	0	0	4923	8624	12405	18294	5642	9101	0	4998	0	9574	9437	4638	0	0	8038	0	0	7170	7615	8856	7094	7649.5	6263.53333333333	4550.07279012131	17.5466107458626	0.000154811025848858	0.117346757593435	0.000449604435223887
Fructooligosaccharides(FOS)_and_Raffinose_Utilization	46674	39609	37643	28836	44435	45769	10701	0	23034	0	6301	14734	21899	25616	7308	0	35490	0	46418	32598	32783	0	0	0	0	0	36640	15373	37170	36237	22466.5	20842.2666666667	17566.8275194712	17.5179885714286	0.000157042469046542	0.119038191537279	0.000454344242508698
Iron-sulfur_cluster_assembly	103621	112874	106957	86986	109283	124285	55762	0	0	0	50909	80729	128592	43735	67403	0	48965	60115	118702	89365	0	0	0	84371	0	0	51580	39631	102107	50833	53671	57226.8333333333	45213.5228314863	17.4225371428572	0.000164719163853121	0.124857126200666	0.000474741924717359
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	36039	39612	40511	33354	32282	40461	0	0	0	0	12889	42650	0	20613	41052	0	0	0	46155	33962	0	0	0	26048	0	0	27498	20602	30453	25478	20607.5	18321.9666666667	17660.1478485695	17.3396272089083	0.000171691103699154	0.130141856603958	0.000492961578045297
Cluster_containing_CofD-like_protein_and_co-occuring_with_DNA_repair	22313	21224	0	22555	19515	21001	0	0	0	0	0	0	0	0	0	0	0	0	22968	0	0	0	0	0	0	0	0	0	17626	0	0	4906.73333333333	9087.424687098	17.2521246458924	0.000179369555783064	0.135962123283562	0.000505435402541124
CoA-disulfide_reductase_(EC_1.8.1.14)_containing_cluster	0	0	0	0	0	0	233	0	0	0	1180	0	2292	0	718	0	0	0	0	0	0	0	0	0	0	0	1456	2266	0	1414	0	318.633333333333	680.358652037511	17.2521246458924	0.000179369555783064	0.135962123283562	0.000505435402541124
